"","doc_id","sentence_id","subject","predicate","object","triple_type","file"
"20471","data_raw/portal/gsp_num_id_0054.pdf335",23,"an activity","may have","the ability","direct","unfiltered_dependency_edgelist_0054.RDS"
"20472","data_raw/portal/gsp_num_id_0054.pdf335",23,"an activity","may have In","addition","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20473","data_raw/portal/gsp_num_id_0054.pdf335",24,"minimum thresholds","have been set For","example","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20474","data_raw/portal/gsp_num_id_0054.pdf335",24,"minimum thresholds","have been set in","adjacent areas","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20475","data_raw/portal/gsp_num_id_0054.pdf335",24,"this","occurs in","the portions","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20476","data_raw/portal/gsp_num_id_0054.pdf335",25,"This balance","will require","close coordination","direct","unfiltered_dependency_edgelist_0054.RDS"
"20477","data_raw/portal/gsp_num_id_0054.pdf336",2,"Select Appropriate Management Actions","provides","significant flexibility","direct","unfiltered_dependency_edgelist_0054.RDS"
"20478","data_raw/portal/gsp_num_id_0054.pdf336",2,"Select Appropriate Management Actions","provides for","the movement","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20479","data_raw/portal/gsp_num_id_0054.pdf336",3,"Large wellfields","contribute to","management opportunities","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20480","data_raw/portal/gsp_num_id_0054.pdf336",5,"Possible actions","include","water sales","direct","unfiltered_dependency_edgelist_0054.RDS"
"20481","data_raw/portal/gsp_num_id_0054.pdf336",6,"Long‐term","may be identified for","implementation","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20482","data_raw/portal/gsp_num_id_0054.pdf336",7,"the actions","are not included in","the GSP","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20483","data_raw/portal/gsp_num_id_0054.pdf336",7,"such actions","will be incorporated into","the Plan","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20484","data_raw/portal/gsp_num_id_0054.pdf336",7,"such actions","will be incorporated during","the next Five‐Year Plan Update","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20485","data_raw/portal/gsp_num_id_0054.pdf336",9,"Inability","may require","institutional solutions","direct","unfiltered_dependency_edgelist_0054.RDS"
"20486","data_raw/portal/gsp_num_id_0054.pdf336",10,"KRGSA Plan Managers","may consider","the need","direct","unfiltered_dependency_edgelist_0054.RDS"
"20487","data_raw/portal/gsp_num_id_0054.pdf336",12,"The conditions","may require","increased monitoring frequency","direct","unfiltered_dependency_edgelist_0054.RDS"
"20488","data_raw/portal/gsp_num_id_0054.pdf336",14,"Benefits","support","all measurable objectives applicable","direct","unfiltered_dependency_edgelist_0054.RDS"
"20489","data_raw/portal/gsp_num_id_0054.pdf336",14,"These actions","support","all measurable objectives applicable","direct","unfiltered_dependency_edgelist_0054.RDS"
"20490","data_raw/portal/gsp_num_id_0054.pdf336",15,"KRGSA Plan Managers","have","the responsibility","direct","unfiltered_dependency_edgelist_0054.RDS"
"20491","data_raw/portal/gsp_num_id_0054.pdf336",17,"Additional public notice","will be provided through","the review period","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20492","data_raw/portal/gsp_num_id_0054.pdf336",18,"7.2.2","Optimize","Conjunctive Use","direct","unfiltered_dependency_edgelist_0054.RDS"
"20493","data_raw/portal/gsp_num_id_0054.pdf336",18,"the KRGSA","formalizes","its current policy","direct","unfiltered_dependency_edgelist_0054.RDS"
"20494","data_raw/portal/gsp_num_id_0054.pdf336",20,"water sources available","will be prioritized for","use available","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20495","data_raw/portal/gsp_num_id_0054.pdf336",21,"This balance","provides","higher groundwater levels","direct","unfiltered_dependency_edgelist_0054.RDS"
"20496","data_raw/portal/gsp_num_id_0054.pdf336",21,"This balance","provides for","increased reliability","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20497","data_raw/portal/gsp_num_id_0054.pdf336",22,"Conjunctive management","encourages","recharge","direct","unfiltered_dependency_edgelist_0054.RDS"
"20498","data_raw/portal/gsp_num_id_0054.pdf337",1,"7.2.3","Establish","Well Metering Policy","direct","unfiltered_dependency_edgelist_0054.RDS"
"20499","data_raw/portal/gsp_num_id_0054.pdf337",1,"7.2.3","Establish","2AFY","direct","unfiltered_dependency_edgelist_0054.RDS"
"20500","data_raw/portal/gsp_num_id_0054.pdf337",1,"7.2.3","Establish in","the KRGSA","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20501","data_raw/portal/gsp_num_id_0054.pdf337",1,"This action","establishes","a KRGSA policy","direct","unfiltered_dependency_edgelist_0054.RDS"
"20502","data_raw/portal/gsp_num_id_0054.pdf337",2,"This policy","will assist with","groundwater extractions","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20503","data_raw/portal/gsp_num_id_0054.pdf337",4,"recovery wells","are metered In","addition","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20504","data_raw/portal/gsp_num_id_0054.pdf337",5,"The City","will implement","well metering requirements","direct","unfiltered_dependency_edgelist_0054.RDS"
"20505","data_raw/portal/gsp_num_id_0054.pdf337",7,"ID4","conducts","a reporting program","direct","unfiltered_dependency_edgelist_0054.RDS"
"20506","data_raw/portal/gsp_num_id_0054.pdf337",8,"the measurement method","is required on","the reporting forms","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20507","data_raw/portal/gsp_num_id_0054.pdf337",9,"ID4","is exploring","options","direct","unfiltered_dependency_edgelist_0054.RDS"
"20508","data_raw/portal/gsp_num_id_0054.pdf337",9,"ID4","is exploring As","a member agency","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20509","data_raw/portal/gsp_num_id_0054.pdf337",10,"Wells","will not be included in","any future metering program","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20510","data_raw/portal/gsp_num_id_0054.pdf337",11,"KDWD","is planning In","accordance","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20511","data_raw/portal/gsp_num_id_0054.pdf337",12,"all new wells","will require","a well meter","direct","unfiltered_dependency_edgelist_0054.RDS"
"20512","data_raw/portal/gsp_num_id_0054.pdf337",13,"KDWD","is exploring","options","direct","unfiltered_dependency_edgelist_0054.RDS"
"20513","data_raw/portal/gsp_num_id_0054.pdf337",14,"The meter installation program","will be phased in over","the first five years","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20514","data_raw/portal/gsp_num_id_0054.pdf337",17,"This action","is coordinated with","County Environmental Health","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20515","data_raw/portal/gsp_num_id_0054.pdf337",17,"who","notifies","the KRGSA Managers","direct","unfiltered_dependency_edgelist_0054.RDS"
"20516","data_raw/portal/gsp_num_id_0054.pdf337",18,"This action","will allow","improved accounting","direct","unfiltered_dependency_edgelist_0054.RDS"
"20517","data_raw/portal/gsp_num_id_0054.pdf337",19,"Previous estimates","relied on","crop ET estimates","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20518","data_raw/portal/gsp_num_id_0054.pdf337",20,"groundwater extractions","are","the largest outflow component","direct","unfiltered_dependency_edgelist_0054.RDS"
"20519","data_raw/portal/gsp_num_id_0054.pdf338",1,"Several GSP elements","relate to","groundwater extractions","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20520","data_raw/portal/gsp_num_id_0054.pdf338",2,"KDWD","has","the authority","direct","unfiltered_dependency_edgelist_0054.RDS"
"20521","data_raw/portal/gsp_num_id_0054.pdf338",4,"Public notice","will be provided through","the review period","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20522","data_raw/portal/gsp_num_id_0054.pdf338",7,"KRGSA Plan Managers","will implement","a program","direct","unfiltered_dependency_edgelist_0054.RDS"
"20523","data_raw/portal/gsp_num_id_0054.pdf338",7,"KRGSA Plan Managers","will implement In","order","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20524","data_raw/portal/gsp_num_id_0054.pdf338",10,"Categories","will be coordinated with","the GSP annual reporting requirements","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20525","data_raw/portal/gsp_num_id_0054.pdf338",12,"This program","will begin","implementation","direct","unfiltered_dependency_edgelist_0054.RDS"
"20526","data_raw/portal/gsp_num_id_0054.pdf338",12,"This program","will begin in","Year One","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20527","data_raw/portal/gsp_num_id_0054.pdf338",14,"Urban MA","manages","a successful well reporting program","direct","unfiltered_dependency_edgelist_0054.RDS"
"20528","data_raw/portal/gsp_num_id_0054.pdf338",14,"ID4","manages","a successful well reporting program","direct","unfiltered_dependency_edgelist_0054.RDS"
"20529","data_raw/portal/gsp_num_id_0054.pdf338",14,"Urban MA","manages within","its service area","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20530","data_raw/portal/gsp_num_id_0054.pdf338",14,"ID4","manages within","its service area","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20531","data_raw/portal/gsp_num_id_0054.pdf338",14,"which","covers","most","direct","unfiltered_dependency_edgelist_0054.RDS"
"20532","data_raw/portal/gsp_num_id_0054.pdf338",18,"production","is reported on","a semi‐annual basis","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20533","data_raw/portal/gsp_num_id_0054.pdf338",18,"which","will be converted to","Water Year","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20534","data_raw/portal/gsp_num_id_0054.pdf338",18,"which","will be converted for","the purposes","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20535","data_raw/portal/gsp_num_id_0054.pdf338",21,"The City","may coordinate with","the ID4 program","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20536","data_raw/portal/gsp_num_id_0054.pdf338",23,"KDWD","will establish","a production reporting program","direct","unfiltered_dependency_edgelist_0054.RDS"
"20537","data_raw/portal/gsp_num_id_0054.pdf338",24,"meters","are in","place","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20538","data_raw/portal/gsp_num_id_0054.pdf338",24,"production","may be estimated on","electrical records","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20539","data_raw/portal/gsp_num_id_0054.pdf339",1,"KDWD","will compile","production","direct","unfiltered_dependency_edgelist_0054.RDS"
"20540","data_raw/portal/gsp_num_id_0054.pdf339",1,"KDWD","will compile from","its metered wells","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20541","data_raw/portal/gsp_num_id_0054.pdf339",1,"which","are used as","recovery wells","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20542","data_raw/portal/gsp_num_id_0054.pdf339",4,"Banking MA","will be","the responsible GSP Plan Manager","direct","unfiltered_dependency_edgelist_0054.RDS"
"20543","data_raw/portal/gsp_num_id_0054.pdf339",4,"ID4","will be","the responsible GSP Plan Manager","direct","unfiltered_dependency_edgelist_0054.RDS"
"20544","data_raw/portal/gsp_num_id_0054.pdf339",4,"Banking MA","will be for","reporting","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20545","data_raw/portal/gsp_num_id_0054.pdf339",4,"Banking MA","will be given","its close connections","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20546","data_raw/portal/gsp_num_id_0054.pdf339",4,"ID4","will be for","reporting","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20547","data_raw/portal/gsp_num_id_0054.pdf339",4,"ID4","will be given","its close connections","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20548","data_raw/portal/gsp_num_id_0054.pdf339",4,"who","manage","much","direct","unfiltered_dependency_edgelist_0054.RDS"
"20549","data_raw/portal/gsp_num_id_0054.pdf339",7,"Production reporting","will be coordinated with","the City","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20550","data_raw/portal/gsp_num_id_0054.pdf339",7,"Production reporting","will be coordinated for","the COB Facility","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20551","data_raw/portal/gsp_num_id_0054.pdf339",9,"7.2.4.4 Benefits","will support","the budget analysis","direct","unfiltered_dependency_edgelist_0054.RDS"
"20552","data_raw/portal/gsp_num_id_0054.pdf339",9,"the KRGSA","is operating within","its sustainable yield","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20553","data_raw/portal/gsp_num_id_0054.pdf339",10,"A reliable water budget","will support","the measurable objective","direct","unfiltered_dependency_edgelist_0054.RDS"
"20554","data_raw/portal/gsp_num_id_0054.pdf339",10,"A reliable water budget","will support in","turn","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20555","data_raw/portal/gsp_num_id_0054.pdf339",11,"the KRGSA","to supply","accurate information","direct","unfiltered_dependency_edgelist_0054.RDS"
"20556","data_raw/portal/gsp_num_id_0054.pdf339",11,"the KRGSA","to supply to","DWR","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20557","data_raw/portal/gsp_num_id_0054.pdf339",12,"that","relate to","groundwater extractions","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20558","data_raw/portal/gsp_num_id_0054.pdf339",13,"SGMA","provides","the legal authority","direct","unfiltered_dependency_edgelist_0054.RDS"
"20559","data_raw/portal/gsp_num_id_0054.pdf339",15,"Public notice","will be provided through","the review period","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20560","data_raw/portal/gsp_num_id_0054.pdf339",17,"ID4","emphasizes","the need","direct","unfiltered_dependency_edgelist_0054.RDS"
"20561","data_raw/portal/gsp_num_id_0054.pdf339",17,"ID4","emphasizes In","its UWMP","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20562","data_raw/portal/gsp_num_id_0054.pdf339",18,"Governor Newsom","announced On","April 29 2019","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20563","data_raw/portal/gsp_num_id_0054.pdf339",18,"his administration","will develop","a resiliency portfolio","direct","unfiltered_dependency_edgelist_0054.RDS"
"20564","data_raw/portal/gsp_num_id_0054.pdf339",19,"The Portfolio","will address","unsafe drinking water","direct","unfiltered_dependency_edgelist_0054.RDS"
"20565","data_raw/portal/gsp_num_id_0054.pdf339",20,"The governor","issued","an executive order","direct","unfiltered_dependency_edgelist_0054.RDS"
"20566","data_raw/portal/gsp_num_id_0054.pdf339",20,"that","includes","current planning","direct","unfiltered_dependency_edgelist_0054.RDS"
"20567","data_raw/portal/gsp_num_id_0054.pdf339",22,"SWP water","provides","both drinking water supply","direct","unfiltered_dependency_edgelist_0054.RDS"
"20568","data_raw/portal/gsp_num_id_0054.pdf340",3,"This management action","supports","surface water supplies","direct","unfiltered_dependency_edgelist_0054.RDS"
"20569","data_raw/portal/gsp_num_id_0054.pdf340",3,"This management action","supports for","sustainable groundwater use","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20570","data_raw/portal/gsp_num_id_0054.pdf340",4,"this action","supports","numerous GSP elements","direct","unfiltered_dependency_edgelist_0054.RDS"
"20571","data_raw/portal/gsp_num_id_0054.pdf340",4,"this action","supports §","10727.4","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20572","data_raw/portal/gsp_num_id_0054.pdf340",5,"This action","involves","support","direct","unfiltered_dependency_edgelist_0054.RDS"
"20573","data_raw/portal/gsp_num_id_0054.pdf340",6,"ID4 support","has been discussed at","Urban Bakersfield Advisory Committee","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20574","data_raw/portal/gsp_num_id_0054.pdf340",7,"ID4","has identified","strategies","direct","unfiltered_dependency_edgelist_0054.RDS"
"20575","data_raw/portal/gsp_num_id_0054.pdf340",8,"climate change","may result In","brief","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20576","data_raw/portal/gsp_num_id_0054.pdf340",8,"climate change","may result in","reduced surface water","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20577","data_raw/portal/gsp_num_id_0054.pdf340",8,"that","will be on","a year‐to‐year basis","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20578","data_raw/portal/gsp_num_id_0054.pdf340",9,"ID4","has identified","the following measures","direct","unfiltered_dependency_edgelist_0054.RDS"
"20579","data_raw/portal/gsp_num_id_0054.pdf340",10,"New developments","are incorporating","the latest conversation features","direct","unfiltered_dependency_edgelist_0054.RDS"
"20580","data_raw/portal/gsp_num_id_0054.pdf340",10,"that","may alter","the current demand projections","direct","unfiltered_dependency_edgelist_0054.RDS"
"20581","data_raw/portal/gsp_num_id_0054.pdf340",12,"that","might be lost from","local supplies","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20582","data_raw/portal/gsp_num_id_0054.pdf340",13,"Benefits","will provide","a framework","direct","unfiltered_dependency_edgelist_0054.RDS"
"20583","data_raw/portal/gsp_num_id_0054.pdf340",13,"These strategies","will provide","a framework","direct","unfiltered_dependency_edgelist_0054.RDS"
"20584","data_raw/portal/gsp_num_id_0054.pdf340",14,"accurate demand estimates","will support","measurable objectives","direct","unfiltered_dependency_edgelist_0054.RDS"
"20585","data_raw/portal/gsp_num_id_0054.pdf340",15,"Historical","supports","all","direct","unfiltered_dependency_edgelist_0054.RDS"
"20586","data_raw/portal/gsp_num_id_0054.pdf340",16,"Capture","has","the same contributions","direct","unfiltered_dependency_edgelist_0054.RDS"
"20587","data_raw/portal/gsp_num_id_0054.pdf340",17,"These planning actions","support","numerous GSP elements","direct","unfiltered_dependency_edgelist_0054.RDS"
"20588","data_raw/portal/gsp_num_id_0054.pdf340",17,"These planning actions","support","10727.4","direct","unfiltered_dependency_edgelist_0054.RDS"
"20589","data_raw/portal/gsp_num_id_0054.pdf341",1,"The three founding KRGSA member agencies","have established","lines","direct","unfiltered_dependency_edgelist_0054.RDS"
"20590","data_raw/portal/gsp_num_id_0054.pdf341",1,"many","provide","water","direct","unfiltered_dependency_edgelist_0054.RDS"
"20591","data_raw/portal/gsp_num_id_0054.pdf341",2,"representation","is considered In","this manner","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20592","data_raw/portal/gsp_num_id_0054.pdf341",2,"representation","is considered in","KRGSA actions","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20593","data_raw/portal/gsp_num_id_0054.pdf341",4,"KRGSA","will support","Area DACs","direct","unfiltered_dependency_edgelist_0054.RDS"
"20594","data_raw/portal/gsp_num_id_0054.pdf341",4,"KRGSA","will support In","addition","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20595","data_raw/portal/gsp_num_id_0054.pdf341",5,"Such agencies","offer","programs","direct","unfiltered_dependency_edgelist_0054.RDS"
"20596","data_raw/portal/gsp_num_id_0054.pdf341",5,"which","could provide","ongoing assistance","direct","unfiltered_dependency_edgelist_0054.RDS"
"20597","data_raw/portal/gsp_num_id_0054.pdf341",5,"which","could provide to","DACs","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20598","data_raw/portal/gsp_num_id_0054.pdf341",6,"These programs","can support","abandonment","direct","unfiltered_dependency_edgelist_0054.RDS"
"20599","data_raw/portal/gsp_num_id_0054.pdf341",6,"These programs","can support in","conjunction","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20600","data_raw/portal/gsp_num_id_0054.pdf341",9,"the poor water quality","is","less","direct","unfiltered_dependency_edgelist_0054.RDS"
"20601","data_raw/portal/gsp_num_id_0054.pdf341",10,"KRGSA Plan Managers","may have","specialized knowledge","direct","unfiltered_dependency_edgelist_0054.RDS"
"20602","data_raw/portal/gsp_num_id_0054.pdf341",10,"who","can assist with","certain quality problems","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20603","data_raw/portal/gsp_num_id_0054.pdf341",13,"Kern County","notifies","KRGSA Plan Managers","direct","unfiltered_dependency_edgelist_0054.RDS"
"20604","data_raw/portal/gsp_num_id_0054.pdf341",13,"drilling applications","are filed in","the KRGSA Plan Area","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20605","data_raw/portal/gsp_num_id_0054.pdf341",14,"This","provides","KRGSA Plan Managers","direct","unfiltered_dependency_edgelist_0054.RDS"
"20606","data_raw/portal/gsp_num_id_0054.pdf341",14,"This","provides with","the opportunity","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20607","data_raw/portal/gsp_num_id_0054.pdf341",16,"Benefits","supports","the measurable objectives","direct","unfiltered_dependency_edgelist_0054.RDS"
"20608","data_raw/portal/gsp_num_id_0054.pdf341",16,"This action","supports","the measurable objectives","direct","unfiltered_dependency_edgelist_0054.RDS"
"20609","data_raw/portal/gsp_num_id_0054.pdf341",17,"The action","supports","several GSP elements","direct","unfiltered_dependency_edgelist_0054.RDS"
"20610","data_raw/portal/gsp_num_id_0054.pdf341",17,"The action","supports","10727.4","direct","unfiltered_dependency_edgelist_0054.RDS"
"20611","data_raw/portal/gsp_num_id_0054.pdf341",18,"No new legal authority","is associated with","this action","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20612","data_raw/portal/gsp_num_id_0054.pdf341",20,"Additional public notice","will be provided through","the review period","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20613","data_raw/portal/gsp_num_id_0054.pdf342",2,"The preliminary monitoring network","provides","a technically‐credible program","direct","unfiltered_dependency_edgelist_0054.RDS"
"20614","data_raw/portal/gsp_num_id_0054.pdf342",4,"This management action","provides","a series","direct","unfiltered_dependency_edgelist_0054.RDS"
"20615","data_raw/portal/gsp_num_id_0054.pdf342",4,"This management action","provides for","first steps","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20616","data_raw/portal/gsp_num_id_0054.pdf342",4,"all","will be implemented in","the Phase Management Actions","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20617","data_raw/portal/gsp_num_id_0054.pdf342",6,"that","are","inactive wells","direct","unfiltered_dependency_edgelist_0054.RDS"
"20618","data_raw/portal/gsp_num_id_0054.pdf342",7,"data","require","organization","direct","unfiltered_dependency_edgelist_0054.RDS"
"20619","data_raw/portal/gsp_num_id_0054.pdf342",7,"Two areas","include","much","direct","unfiltered_dependency_edgelist_0054.RDS"
"20620","data_raw/portal/gsp_num_id_0054.pdf342",11,"A large level database","has been assembled for","the GSP","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20621","data_raw/portal/gsp_num_id_0054.pdf342",11,"which","monitoring","wells","direct","unfiltered_dependency_edgelist_0054.RDS"
"20622","data_raw/portal/gsp_num_id_0054.pdf342",12,"that","would skew","level readings","direct","unfiltered_dependency_edgelist_0054.RDS"
"20623","data_raw/portal/gsp_num_id_0054.pdf342",14,"KDWD","has retained","staff","direct","unfiltered_dependency_edgelist_0054.RDS"
"20624","data_raw/portal/gsp_num_id_0054.pdf342",14,"KDWD","has retained In","the Agricultural MA","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20625","data_raw/portal/gsp_num_id_0054.pdf342",15,"the GSP network","would benefit from","a complete database","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20626","data_raw/portal/gsp_num_id_0054.pdf342",18,"the GSP monitoring network","will continue To","the extent possible","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20627","data_raw/portal/gsp_num_id_0054.pdf342",20,"minimum thresholds","can be evaluated throughout","the KRGSA","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20628","data_raw/portal/gsp_num_id_0054.pdf342",21,"the action","will benefit","ongoing GSP management","direct","unfiltered_dependency_edgelist_0054.RDS"
"20629","data_raw/portal/gsp_num_id_0054.pdf343",1,"Benefits","should result in","a better understanding","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20630","data_raw/portal/gsp_num_id_0054.pdf343",1,"This action","should result in","a better understanding","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20631","data_raw/portal/gsp_num_id_0054.pdf343",2,"This knowledge","fills","a data gap","direct","unfiltered_dependency_edgelist_0054.RDS"
"20632","data_raw/portal/gsp_num_id_0054.pdf343",4,"The action","supports","several GSP elements","direct","unfiltered_dependency_edgelist_0054.RDS"
"20633","data_raw/portal/gsp_num_id_0054.pdf343",4,"The action","supports","10727.4","direct","unfiltered_dependency_edgelist_0054.RDS"
"20634","data_raw/portal/gsp_num_id_0054.pdf343",8,"A robust DMS","would support","Subbasin‐wide evaluations","direct","unfiltered_dependency_edgelist_0054.RDS"
"20635","data_raw/portal/gsp_num_id_0054.pdf343",9,"Public notice","will be provided through","the review period","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20636","data_raw/portal/gsp_num_id_0054.pdf343",10,"7.2.8.2 Coordinate Quality Analysis","are generating","quality data","direct","unfiltered_dependency_edgelist_0054.RDS"
"20637","data_raw/portal/gsp_num_id_0054.pdf343",10,"Numerous regulatory programs","are generating","quality data","direct","unfiltered_dependency_edgelist_0054.RDS"
"20638","data_raw/portal/gsp_num_id_0054.pdf343",10,"7.2.8.2 Coordinate Quality Analysis","are generating in","the KRGSA Plan Area","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20639","data_raw/portal/gsp_num_id_0054.pdf343",10,"Numerous regulatory programs","are generating in","the KRGSA Plan Area","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20640","data_raw/portal/gsp_num_id_0054.pdf343",12,"Results","will support","coordinated management","direct","unfiltered_dependency_edgelist_0054.RDS"
"20641","data_raw/portal/gsp_num_id_0054.pdf343",12,"Results","will support across","the KRGSA","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20642","data_raw/portal/gsp_num_id_0054.pdf343",12,"management actions","do not degrade","groundwater quality","direct","unfiltered_dependency_edgelist_0054.RDS"
"20643","data_raw/portal/gsp_num_id_0054.pdf343",13,"that","provide","useful data","direct","unfiltered_dependency_edgelist_0054.RDS"
"20644","data_raw/portal/gsp_num_id_0054.pdf343",13,"that","provide to","this management action","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20645","data_raw/portal/gsp_num_id_0054.pdf343",13,"monitoring programs","are acknowledged","Contaminant monitoring","direct","unfiltered_dependency_edgelist_0054.RDS"
"20646","data_raw/portal/gsp_num_id_0054.pdf343",13,"monitoring programs","are acknowledged","Well sampling ad part","direct","unfiltered_dependency_edgelist_0054.RDS"
"20647","data_raw/portal/gsp_num_id_0054.pdf343",13,"monitoring programs","are acknowledged through","the Coalition Authority","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20648","data_raw/portal/gsp_num_id_0054.pdf343",15,"member agencies","are engaged in","several","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20649","data_raw/portal/gsp_num_id_0054.pdf343",16,"these programs","provide","powerful data","direct","unfiltered_dependency_edgelist_0054.RDS"
"20650","data_raw/portal/gsp_num_id_0054.pdf344",1,"Benefits","supports","measurable objectives","direct","unfiltered_dependency_edgelist_0054.RDS"
"20651","data_raw/portal/gsp_num_id_0054.pdf344",1,"This management action","supports","measurable objectives","direct","unfiltered_dependency_edgelist_0054.RDS"
"20652","data_raw/portal/gsp_num_id_0054.pdf344",2,"Other benefits","include","development","direct","unfiltered_dependency_edgelist_0054.RDS"
"20653","data_raw/portal/gsp_num_id_0054.pdf344",3,"This action","addresses","data gaps","direct","unfiltered_dependency_edgelist_0054.RDS"
"20654","data_raw/portal/gsp_num_id_0054.pdf344",6,"No legal authority","is needed for","implementation","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20655","data_raw/portal/gsp_num_id_0054.pdf344",8,"Public notice","will be provided through","the review process","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20656","data_raw/portal/gsp_num_id_0054.pdf344",10,"that","are not in","use","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20657","data_raw/portal/gsp_num_id_0054.pdf344",11,"some active production wells","remain in","the current KRGSA GSP monitoring program","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20658","data_raw/portal/gsp_num_id_0054.pdf344",12,"These wells","have been incorporated into","this initial GSP network","prepositional","unfiltered_dependency_edgelist_0054.RDS"
"20659","data_raw/portal/gsp_num_id_0054.pdf344",14,"wells","are not shut down for","a sufficient amount","prepositional","unfiltered_dependency_edgelist_0054.RDS"
